article_id,article_title,part,points,notes
'223.1,"Незаконное изготовление взрывчатых веществ, незаконные изготовление, переделка или ремонт взрывных устройств",2,,есть примечание; есть указание о редакции
'223.1,"Незаконное изготовление взрывчатых веществ, незаконные изготовление, переделка или ремонт взрывных устройств",3,,есть примечание; есть указание о редакции
'224,Небрежное хранение огнестрельного оружия,,,есть примечание; есть указание о редакции
'224,Небрежное хранение огнестрельного оружия,1,,есть примечание; есть указание о редакции
'224,Небрежное хранение огнестрельного оружия,2,,есть примечание; есть указание о редакции
'225,"Ненадлежащее исполнение обязанностей по охране оружия, боеприпасов, взрывчатых веществ и взрывных устройств",1,,есть указание о редакции
'225,"Ненадлежащее исполнение обязанностей по охране оружия, боеприпасов, взрывчатых веществ и взрывных устройств",2,,есть указание о редакции
'226,"Хищение либо вымогательство оружия, боеприпасов, взрывчатых веществ и взрывных устройств",1,,есть примечание; есть указание о редакции
'226,"Хищение либо вымогательство оружия, боеприпасов, взрывчатых веществ и взрывных устройств",2,,есть примечание; есть указание о редакции
'226,"Хищение либо вымогательство оружия, боеприпасов, взрывчатых веществ и взрывных устройств",3,а;б;в;г,есть примечание; есть указание о редакции
'226,"Хищение либо вымогательство оружия, боеприпасов, взрывчатых веществ и взрывных устройств",4,а;б;в,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",,,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",1,,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",1.1,,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",2,а;б;в;г,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",2,,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",3,,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",3,,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",4,,есть примечание; есть указание о редакции
'226.1,"Контрабанда патогенных биологических агентов, сильнодействующих, ядовитых, отравляющих, взрывчатых, радиоактивных веществ, радиационных источников, ядерных материалов, огнестрельного оружия или его основных частей, взрывных устройств, боеприпасов, иного вооружения, иной военной техники, а также сырья, материалов, оборудования, технологий, научно-технической информации или результатов интеллектуальной деятельности, которые могут быть использованы при создании вооружения или военной техники, а равно стратегически важных товаров и ресурсов или культурных ценностей либо особо ценных диких животных, водных биологических ресурсов, растений и грибов",5,,есть примечание; есть указание о редакции
'227,Пиратство,1,,есть указание о редакции
'227,Пиратство,2,,есть указание о редакции
'227,Пиратство,3,,есть указание о редакции
'228,"Незаконные приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов, а также незаконные приобретение, хранение, перевозка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",,,есть примечание; есть указание о редакции
'228,"Незаконные приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов, а также незаконные приобретение, хранение, перевозка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",1,,есть примечание; есть указание о редакции
'228,"Незаконные приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов, а также незаконные приобретение, хранение, перевозка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",2,,есть примечание; есть указание о редакции
'228,"Незаконные приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов, а также незаконные приобретение, хранение, перевозка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",2,,есть примечание; есть указание о редакции
'228,"Незаконные приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов, а также незаконные приобретение, хранение, перевозка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",3,,есть примечание; есть указание о редакции
'228,"Незаконные приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов, а также незаконные приобретение, хранение, перевозка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",3,,есть примечание; есть указание о редакции
'228.1,"Незаконные производство, сбыт или пересылка наркотических средств, психотропных веществ или их аналогов, а также незаконные сбыт или пересылка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",,,есть указание о редакции
'228.1,"Незаконные производство, сбыт или пересылка наркотических средств, психотропных веществ или их аналогов, а также незаконные сбыт или пересылка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",1,,есть указание о редакции
'228.1,"Незаконные производство, сбыт или пересылка наркотических средств, психотропных веществ или их аналогов, а также незаконные сбыт или пересылка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",2,а;б,есть указание о редакции
'228.1,"Незаконные производство, сбыт или пересылка наркотических средств, психотропных веществ или их аналогов, а также незаконные сбыт или пересылка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",3,а;б,есть указание о редакции
'228.1,"Незаконные производство, сбыт или пересылка наркотических средств, психотропных веществ или их аналогов, а также незаконные сбыт или пересылка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",4,а;б;в;г,есть указание о редакции
'228.1,"Незаконные производство, сбыт или пересылка наркотических средств, психотропных веществ или их аналогов, а также незаконные сбыт или пересылка растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",5,,есть указание о редакции
'228.2,Нарушение правил оборота наркотических средств или психотропных веществ,,,есть примечание; есть указание о редакции
'228.2,Нарушение правил оборота наркотических средств или психотропных веществ,1,,есть примечание; есть указание о редакции
'228.2,Нарушение правил оборота наркотических средств или психотропных веществ,2,,есть примечание; есть указание о редакции
'228.3,"Незаконные приобретение, хранение или перевозка прекурсоров наркотических средств или психотропных веществ, а также незаконные приобретение, хранение или перевозка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",,,есть примечание
'228.3,"Незаконные приобретение, хранение или перевозка прекурсоров наркотических средств или психотропных веществ, а также незаконные приобретение, хранение или перевозка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",1,,есть примечание
'228.3,"Незаконные приобретение, хранение или перевозка прекурсоров наркотических средств или психотропных веществ, а также незаконные приобретение, хранение или перевозка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",2,,есть примечание
'228.3,"Незаконные приобретение, хранение или перевозка прекурсоров наркотических средств или психотропных веществ, а также незаконные приобретение, хранение или перевозка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",2,,есть примечание
'228.3,"Незаконные приобретение, хранение или перевозка прекурсоров наркотических средств или психотропных веществ, а также незаконные приобретение, хранение или перевозка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",3,,есть примечание
'228.4,"Незаконные производство, сбыт или пересылка прекурсоров наркотических средств или психотропных веществ, а также незаконные сбыт или пересылка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",,,
'228.4,"Незаконные производство, сбыт или пересылка прекурсоров наркотических средств или психотропных веществ, а также незаконные сбыт или пересылка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",1,,
'228.4,"Незаконные производство, сбыт или пересылка прекурсоров наркотических средств или психотропных веществ, а также незаконные сбыт или пересылка растений, содержащих прекурсоры наркотических средств или психотропных веществ, либо их частей, содержащих прекурсоры наркотических средств или психотропных веществ",2,а;б;в,
'229,"Хищение либо вымогательство наркотических средств или психотропных веществ, а также растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",,,есть указание о редакции
'229,"Хищение либо вымогательство наркотических средств или психотропных веществ, а также растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",1,,есть указание о редакции
'229,"Хищение либо вымогательство наркотических средств или психотропных веществ, а также растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",2,а;б;в;г;д,есть указание о редакции
'229,"Хищение либо вымогательство наркотических средств или психотропных веществ, а также растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",3,а;б;в;г,есть указание о редакции
'229,"Хищение либо вымогательство наркотических средств или психотропных веществ, а также растений, содержащих наркотические средства или психотропные вещества, либо их частей, содержащих наркотические средства или психотропные вещества",4,,есть указание о редакции
'229.1,"Контрабанда наркотических средств, психотропных веществ, их прекурсоров или аналогов, растений, содержащих наркотические средства, психотропные вещества или их прекурсоры, либо их частей, содержащих наркотические средства, психотропные вещества или их прекурсоры, инструментов или оборудования, находящихся под специальным контролем и используемых для изготовления наркотических средств или психотропных веществ",,,есть примечание; есть указание о редакции; утратила силу
'229.1,"Контрабанда наркотических средств, психотропных веществ, их прекурсоров или аналогов, растений, содержащих наркотические средства, психотропные вещества или их прекурсоры, либо их частей, содержащих наркотические средства, психотропные вещества или их прекурсоры, инструментов или оборудования, находящихся под специальным контролем и используемых для изготовления наркотических средств или психотропных веществ",1,,есть примечание; есть указание о редакции; утратила силу
'229.1,"Контрабанда наркотических средств, психотропных веществ, их прекурсоров или аналогов, растений, содержащих наркотические средства, психотропные вещества или их прекурсоры, либо их частей, содержащих наркотические средства, психотропные вещества или их прекурсоры, инструментов или оборудования, находящихся под специальным контролем и используемых для изготовления наркотических средств или психотропных веществ",2,а;б;в,есть примечание; есть указание о редакции; утратила силу
'229.1,"Контрабанда наркотических средств, психотропных веществ, их прекурсоров или аналогов, растений, содержащих наркотические средства, психотропные вещества или их прекурсоры, либо их частей, содержащих наркотические средства, психотропные вещества или их прекурсоры, инструментов или оборудования, находящихся под специальным контролем и используемых для изготовления наркотических средств или психотропных веществ",3,,есть примечание; есть указание о редакции; утратила силу
'229.1,"Контрабанда наркотических средств, психотропных веществ, их прекурсоров или аналогов, растений, содержащих наркотические средства, психотропные вещества или их прекурсоры, либо их частей, содержащих наркотические средства, психотропные вещества или их прекурсоры, инструментов или оборудования, находящихся под специальным контролем и используемых для изготовления наркотических средств или психотропных веществ",4,а;б;в,есть примечание; есть указание о редакции; утратила силу
'230,"Склонение к потреблению наркотических средств, психотропных веществ или их аналогов",,,есть примечание; есть указание о редакции
'230,"Склонение к потреблению наркотических средств, психотропных веществ или их аналогов",1,,есть примечание; есть указание о редакции
'230,"Склонение к потреблению наркотических средств, психотропных веществ или их аналогов",2,а;б;в;г;д,есть примечание; есть указание о редакции
'230,"Склонение к потреблению наркотических средств, психотропных веществ или их аналогов",3,а;б,есть примечание; есть указание о редакции
'230,"Склонение к потреблению наркотических средств, психотропных веществ или их аналогов",4,а,есть примечание; есть указание о редакции
'230.1,"Склонение спортсмена к использованию субстанций и (или) методов, запрещенных для использования в спорте",,,есть примечание
'230.1,"Склонение спортсмена к использованию субстанций и (или) методов, запрещенных для использования в спорте",1,,есть примечание
'230.1,"Склонение спортсмена к использованию субстанций и (или) методов, запрещенных для использования в спорте",2,а;б;в,есть примечание
'230.1,"Склонение спортсмена к использованию субстанций и (или) методов, запрещенных для использования в спорте",2,,есть примечание
'230.1,"Склонение спортсмена к использованию субстанций и (или) методов, запрещенных для использования в спорте",3,,есть примечание
'230.2,"Использование в отношении спортсмена субстанций и (или) методов, запрещенных для использования в спорте",,,есть примечание
'230.2,"Использование в отношении спортсмена субстанций и (или) методов, запрещенных для использования в спорте",1,,есть примечание
'230.2,"Использование в отношении спортсмена субстанций и (или) методов, запрещенных для использования в спорте",2,,есть примечание
'231,"Незаконное культивирование растений, содержащих наркотические средства или психотропные вещества либо их прекурсоры",,,есть примечание; есть указание о редакции
'231,"Незаконное культивирование растений, содержащих наркотические средства или психотропные вещества либо их прекурсоры",1,,есть примечание; есть указание о редакции
'231,"Незаконное культивирование растений, содержащих наркотические средства или психотропные вещества либо их прекурсоры",2,а;б;в,есть примечание; есть указание о редакции
'232,"Организация либо содержание притонов или систематическое предоставление помещений для потребления наркотических средств, психотропных веществ или их аналогов",,,есть примечание; есть указание о редакции
'232,"Организация либо содержание притонов или систематическое предоставление помещений для потребления наркотических средств, психотропных веществ или их аналогов",1,,есть примечание; есть указание о редакции
'232,"Организация либо содержание притонов или систематическое предоставление помещений для потребления наркотических средств, психотропных веществ или их аналогов",2,,есть примечание; есть указание о редакции
'232,"Организация либо содержание притонов или систематическое предоставление помещений для потребления наркотических средств, психотропных веществ или их аналогов",3,,есть примечание; есть указание о редакции
'233,"Незаконная выдача либо подделка рецептов или иных документов, дающих право на получение наркотических средств или психотропных веществ",,,есть указание о редакции
'234,Незаконный оборот сильнодействующих или ядовитых веществ в целях сбыта,1,,есть примечание; есть указание о редакции
'234,Незаконный оборот сильнодействующих или ядовитых веществ в целях сбыта,2,,есть примечание; есть указание о редакции
'234,Незаконный оборот сильнодействующих или ядовитых веществ в целях сбыта,3,,есть примечание; есть указание о редакции
'234,Незаконный оборот сильнодействующих или ядовитых веществ в целях сбыта,4,,есть примечание; есть указание о редакции
'234.1,Незаконный оборот новых потенциально опасных психоактивных веществ,,,
'234.1,Незаконный оборот новых потенциально опасных психоактивных веществ,1,,
'234.1,Незаконный оборот новых потенциально опасных психоактивных веществ,2,,
'234.1,Незаконный оборот новых потенциально опасных психоактивных веществ,3,,
'234.2,"Незаконный оборот метилового спирта (метанола), метанолсодержащих жидкостей",,,
'234.2,"Незаконный оборот метилового спирта (метанола), метанолсодержащих жидкостей",1,,
'234.2,"Незаконный оборот метилового спирта (метанола), метанолсодержащих жидкостей",2,а;б,
'234.2,"Незаконный оборот метилового спирта (метанола), метанолсодержащих жидкостей",3,,
'235,Незаконное осуществление медицинской деятельности или фармацевтической деятельности,,,есть указание о редакции
'235,Незаконное осуществление медицинской деятельности или фармацевтической деятельности,1,,есть указание о редакции
'235,Незаконное осуществление медицинской деятельности или фармацевтической деятельности,2,,есть указание о редакции
'235.1,Незаконное производство лекарственных средств и медицинских изделий,,,есть примечание
'235.1,Незаконное производство лекарственных средств и медицинских изделий,1,,есть примечание
'235.1,Незаконное производство лекарственных средств и медицинских изделий,2,а;б,есть примечание
'236,Нарушение санитарно-эпидемиологических правил,,,есть указание о редакции
'236,Нарушение санитарно-эпидемиологических правил,1,,есть указание о редакции
'236,Нарушение санитарно-эпидемиологических правил,2,,есть указание о редакции
'236,Нарушение санитарно-эпидемиологических правил,3,,есть указание о редакции
'237,"Сокрытие информации об обстоятельствах, создающих опасность для жизни или здоровья людей",1,,есть указание о редакции
'237,"Сокрытие информации об обстоятельствах, создающих опасность для жизни или здоровья людей",2,,есть указание о редакции
